"Symbol","Trade DATE","NOCP"
"ZBRA","3/14/2019","212.670000000000"
"ZBRA","3/13/2019","211.530000000000"
"ZBRA","3/12/2019","210.720000000000"
"ZBRA","3/11/2019","209.450000000000"
"ZBRA","3/8/2019","201.900000000000"
"ZBRA","3/7/2019","201.990000000000"
"ZBRA","3/6/2019","201.240000000000"
"ZBRA","3/5/2019","201.640000000000"
"ZBRA","3/4/2019","201.730000000000"
"ZBRA","3/1/2019","202.210000000000"
"ZBRA","2/28/2019","200.510000000000"
"ZBRA","2/27/2019","202.480000000000"
"ZBRA","2/26/2019","202.980000000000"
"ZBRA","2/25/2019","204.640000000000"
"ZBRA","2/22/2019","206.350000000000"
"ZBRA","2/21/2019","199.820000000000"
"ZBRA","2/20/2019","199.850000000000"
"ZBRA","2/19/2019","199.320000000000"
"ZBRA","2/15/2019","199.750000000000"
"ZBRA","2/14/2019","196.470000000000"
"ZBRA","2/13/2019","183.970000000000"
"ZBRA","2/12/2019","182.960000000000"
"ZBRA","2/11/2019","178.380000000000"
"ZBRA","2/8/2019","176.400000000000"
"ZBRA","2/7/2019","176.790000000000"
"ZBRA","2/6/2019","180.760000000000"
"ZBRA","2/5/2019","178.870000000000"
"ZBRA","2/4/2019","176.550000000000"
"ZBRA","2/1/2019","175.060000000000"
"ZBRA","1/31/2019","173.600000000000"
"ZBRA","1/30/2019","171.360000000000"
"ZBRA","1/29/2019","170.710000000000"
"ZBRA","1/28/2019","172.240000000000"
"ZBRA","1/25/2019","175.860000000000"
"ZBRA","1/24/2019","174.640000000000"
"ZBRA","1/23/2019","173.150000000000"
"ZBRA","1/22/2019","173.010000000000"
"ZBRA","1/18/2019","177.790000000000"
"ZBRA","1/17/2019","175.590000000000"
"ZBRA","1/16/2019","168.730000000000"
"ZBRA","1/15/2019","166.400000000000"
"ZBRA","1/14/2019","163.610000000000"
"ZBRA","1/11/2019","163.200000000000"
"ZBRA","1/10/2019","160.350000000000"
"ZBRA","1/9/2019","160.210000000000"
"ZBRA","1/8/2019","156.330000000000"
"ZBRA","1/7/2019","155.290000000000"
"ZBRA","1/4/2019","152.970000000000"
"ZBRA","1/3/2019","146.880000000000"
"ZBRA","1/2/2019","156.240000000000"
"ZBRA","12/31/2018","159.230000000000"
"ZBRA","12/28/2018","155.970000000000"
"ZBRA","12/27/2018","155.350000000000"
"ZBRA","12/26/2018","152.520000000000"
"ZBRA","12/24/2018","142.900000000000"
"ZBRA","12/21/2018","146.250000000000"
"ZBRA","12/20/2018","150.990000000000"
"ZBRA","12/19/2018","159.040000000000"
"ZBRA","12/18/2018","162.930000000000"
"ZBRA","12/17/2018","158.970000000000"
"ZBRA","12/14/2018","171.890000000000"
"ZBRA","12/13/2018","172.790000000000"
"ZBRA","12/12/2018","173.510000000000"
"ZBRA","12/11/2018","169.970000000000"
"ZBRA","12/10/2018","167.870000000000"
"ZBRA","12/7/2018","165.340000000000"
"ZBRA","12/6/2018","172.580000000000"
"ZBRA","12/4/2018","171.020000000000"
"ZBRA","12/3/2018","181.370000000000"
"ZBRA","11/30/2018","179.800000000000"
"ZBRA","11/29/2018","177.920000000000"
"ZBRA","11/28/2018","178.110000000000"
"ZBRA","11/27/2018","168.580000000000"
"ZBRA","11/26/2018","169.040000000000"
"ZBRA","11/23/2018","165.000000000000"
"ZBRA","11/21/2018","164.340000000000"
"ZBRA","11/20/2018","162.290000000000"
"ZBRA","11/19/2018","169.410000000000"
"ZBRA","11/16/2018","180.700000000000"
"ZBRA","11/15/2018","178.910000000000"
"ZBRA","11/14/2018","173.260000000000"
"ZBRA","11/13/2018","176.870000000000"
"ZBRA","11/12/2018","177.430000000000"
"ZBRA","11/9/2018","181.500000000000"
"ZBRA","11/8/2018","182.480000000000"
"ZBRA","11/7/2018","180.240000000000"
"ZBRA","11/6/2018","178.740000000000"
"ZBRA","11/5/2018","168.000000000000"
"ZBRA","11/2/2018","168.060000000000"
"ZBRA","11/1/2018","169.000000000000"
"ZBRA","10/31/2018","166.300000000000"
"ZBRA","10/30/2018","163.420000000000"
"ZBRA","10/29/2018","155.480000000000"
"ZBRA","10/26/2018","160.600000000000"
"ZBRA","10/25/2018","162.900000000000"
"ZBRA","10/24/2018","159.740000000000"
"ZBRA","10/23/2018","166.700000000000"
"ZBRA","10/22/2018","168.180000000000"
"ZBRA","10/19/2018","164.950000000000"
"ZBRA","10/18/2018","168.490000000000"
"ZBRA","10/17/2018","169.060000000000"
"ZBRA","10/16/2018","168.370000000000"
"ZBRA","10/15/2018","160.800000000000"
"ZBRA","10/12/2018","157.710000000000"
"ZBRA","10/11/2018","151.000000000000"
"ZBRA","10/10/2018","149.580000000000"
"ZBRA","10/9/2018","157.380000000000"
"ZBRA","10/8/2018","158.500000000000"
"ZBRA","10/5/2018","162.230000000000"
"ZBRA","10/4/2018","165.200000000000"
"ZBRA","10/3/2018","169.410000000000"
"ZBRA","10/2/2018","168.990000000000"
"ZBRA","10/1/2018","173.200000000000"
"ZBRA","9/28/2018","176.830000000000"
"ZBRA","9/27/2018","178.240000000000"
"ZBRA","9/26/2018","175.360000000000"
"ZBRA","9/25/2018","176.080000000000"
"ZBRA","9/24/2018","174.150000000000"
"ZBRA","9/21/2018","175.200000000000"
"ZBRA","9/20/2018","174.780000000000"
"ZBRA","9/19/2018","172.700000000000"
"ZBRA","9/18/2018","176.260000000000"
"ZBRA","9/17/2018","175.650000000000"
"ZBRA","9/14/2018","178.700000000000"
